"Rack","pot","GH_family_ID","field_family_ID","region","Site","climate","climate_management","management.type","indiv","treatment","experiment","precipCV","BIO1","BIO2","BIO3","BIO4","BIO5","BIO6","BIO7","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","E_cicutarium","E_brachycarpum","E__malacoides","E_botrys","E_moschatum","other_Erodium","Erodium_total","grass_","forb","shrub","total_cover","F_leaf_weight","F_leaf_area","F_lflength","field_SLA","F_avg_fruit_length","Site.1","F_length_longest_stem","F_flowers","F_fruits","F_reproductive_effort","soil_wet_weight","soil_dry_weight","water_content","OM","ENR","P1","HCO3_P","PH","K","MG","CA","NA.","BUFFER_PH","H","CEC","K_PCT","MG_PCT","CA_PCT","H_PCT","NA_PCT","S","GH_plant_to_emerge","GH_emerge_to_flower","gen2_earlylfno","gen2_boltdate","days_to_bolt","gen2_ffdate","days_to_flower","gen2_no_internodes","gen2_length_longest_stem","gen2_no_seeds_missed","gen2_no_fruits","gen2_no_flowers","gen2_no_seeds","gen2_total_seeds","photo.session","tech","Total.Area..mm2.","raw.weight","correction","tray.weight","leaf_weight","SLA","length_per_internode"
28.3333333333333,819.666666666667,385.533333333333,"BBC1","California","Bodega Bay cove","coastal","coastal preserve","preserve","a","high_nut","nutrients",0.352152223,12.7,11.9,6,277.6,23.5,3.7,19.8,9.6,15.7,16.1,9.1,1012,214,2,88,548,13,22,543,0.0166666666666667,0,0,0,0,0,0.0166666666666667,0.343333333333333,0.306666666666667,0,0.666666666666667,0.00145866666666667,52.7307692307692,15.8615384615385,33478.6153753846,3.56428571428571,2,5.46923076923077,0.923076923076923,1.76923076923077,2.69230769230769,NA,179.272,NA,3.46,99.5333333333333,14.6533333333333,17.92,5.49333333333333,139.366666666667,279.626666666667,734.853333333333,99.0933333333333,6.69333333333333,2.42666666666667,9.18,4.00666666666667,25.1066666666667,40.0533333333333,26.1666666666667,4.7,15.9666666666667,2.86666666666667,89.9333333333333,9.64285714285714,39434.0714285714,108.071428571429,39440.7857142857,114.785714285714,3,1.62142857142857,5.4,3.53333333333333,0.8,6.66666666666667,12.0666666666667,2.33333333333333,2.06666666666667,478.267928571429,0.150662857142857,0.0303815,0.419465,0.0298553857142857,16691.0252235714,0.578571428571429
37.3125,856.4375,453.125,"BBC1","California","Bodega Bay cove","coastal","coastal preserve","preserve","a","high_water","water",0.352152223,12.7,11.9,6,277.6,23.5,3.7,19.8,9.6,15.7,16.1,9.1,1012,214,2,88,548,13,22,543,0.01875,0,0,0,0,0,0.01875,0.325,0.325,0,0.66875,0.00164625,53.54,15.9066666666667,38608.4285873333,3.54285714285714,2,5.34285714285714,1.14285714285714,1.71428571428571,2.85714285714286,NA,179.87,NA,3.60625,102.35,14.64375,19.00625,5.50625,138.70625,287.40625,759.275,97.39375,6.6875,2.44375,9.375,3.8875,25.25,40.5125,25.84375,4.54375,15.9625,2.90625,89.9375,7.5625,39446.375,120.375,39452.8125,126.8125,2.6875,1.7625,13.75,6.0625,0.375,7.6875,21.4375,2.6875,2.25,333.564866666667,0.151303125,0.0200104,NA,0.01791005,19990.850456,0.692777777777778
30.1666666666667,855.055555555556,443.333333333333,"BBC1","California","Bodega Bay cove","coastal","coastal preserve","preserve","a","low_nut","nutrients",0.352152223,12.7,11.9,6,277.6,23.5,3.7,19.8,9.6,15.7,16.1,9.1,1012,214,2,88,548,13,22,543,0.0166666666666667,0,0,0,0,0,0.0166666666666667,0.35,0.322222222222222,0,0.688888888888889,0.00152555555555556,51.2,15.5625,37365.45994,3.53125,2,5.375,1,1.75,2.75,NA,178.185555555556,NA,3.55555555555556,101.377777777778,14.5444444444444,18.7222222222222,5.5,138.2,284.122222222222,751.488888888889,97.6,6.68888888888889,2.44444444444444,9.31111111111111,3.91111111111111,25.1333333333333,40.4222222222222,26,4.56666666666667,16,2.88888888888889,89.8333333333333,7.47058823529412,39463.625,137.625,39470.1428571429,144.142857142857,2.17647058823529,0.894117647058824,6.27777777777778,2.83333333333333,0.0555555555555556,3.05555555555556,9.33333333333333,1.88888888888889,1.83333333333333,260.418769230769,0.0142961538461538,NA,NA,0.0142961538461538,18641.138316,0.409444444444444
26,541.578947368421,447.684210526316,"BBC1","California","Bodega Bay cove","coastal","coastal preserve","preserve","a","low_water","water",0.352152223,12.7,11.9,6,277.6,23.5,3.7,19.8,9.6,15.7,16.1,9.1,1012,214,2,88,548,13,22,543,0.0157894736842105,0,0,0,0,0,0.0157894736842105,0.352631578947368,0.326315789473684,0,0.694736842105263,0.00156736842105263,50.5352941176471,15.4588235294118,36179.1549941176,3.52352941176471,2,5.5,1.05882352941176,1.82352941176471,2.88235294117647,NA,176.908421052632,NA,3.57894736842105,101.821052631579,14.5421052631579,19.2578947368421,5.49473684210526,139.031578947368,288.457894736842,758.005263157895,98.6526315789474,6.68421052631579,2.48947368421053,9.43157894736842,3.88421052631579,25.1789473684211,40.2789473684211,26.1315789473684,4.5578947368421,16.2894736842105,2.89473684210526,89.5263157894737,7.66666666666667,39462.6666666667,136.666666666667,39427,101,0.578947368421053,0.6,0,0.263157894736842,0,0.789473684210526,0.789473684210526,2.42105263157895,1.94736842105263,172.148555555556,0.0345222222222222,0.01429,0.4246,0.0109333333333333,16137.1291386111,0.911111111111111
26.1052631578947,898.210526315789,549.052631578947,"Calc1","California","Calcareous","coastal","coastal agricultural field","agricultural field","b","high_nut","nutrients",0.39746364,13.7,17.6,5.7,452.5,31,0.2,30.8,9.1,19.5,19.7,8.3,477,97,1,92,266,3,10,263,0.218421052631579,0,0,0,0,0,0.218421052631579,0.068421052631579,0,0,0.286842105263158,0.00294631578947368,50.9368421052632,15.3842105263158,19520.2705442105,3.52280701757895,3,3.5,3.05263157894737,2.47368421052632,5.52631578947368,191.933157894737,158.502105263158,33.431052631579,3.74285714285714,104.685714285714,32.1142857142857,14.1428571428571,7.8,143.042857142857,106.628571428571,8053.57142857143,35.2857142857143,NA,0,41.5857142857143,0.871428571428571,2.11428571428571,96.6285714285714,0,0.371428571428571,7.01428571428571,3.05263157894737,68.4375,10,39416.0526315789,90.0526315789474,39422.3157894737,96.3157894736842,5.26315789473684,4.83157894736842,33.0526315789474,21.0526315789474,3.68421052631579,48.8947368421053,81.9473684210526,2.10526315789474,1.94736842105263,499.151611111111,0.07763,0.0332176666666667,0.41055,0.0304690388888889,17684.5891207059,1.07779448621554
32.2222222222222,883.388888888889,555.111111111111,"Calc1","California","Calcareous","coastal","coastal agricultural field","agricultural field","b","high_water","water",0.39746364,13.7,17.6,5.7,452.5,31,0.2,30.8,9.1,19.5,19.7,8.3,477,97,1,92,266,3,10,263,0.202777777777778,0,0,0,0,0,0.202777777777778,0.0638888888888889,0,0,0.266666666666667,0.00311277777777778,52.6888888888889,15.7388888888889,19066.7968905556,3.55185185188889,3,3.47222222222222,3.33333333333333,2.66666666666667,6,191.398333333333,157.657777777778,33.7405555555556,3.73333333333333,104.4,35.3666666666667,14.9,7.80833333333333,145.766666666667,106.808333333333,8141.33333333333,35.2,NA,0,42.0333333333333,0.883333333333333,2.1,96.6416666666667,0,0.366666666666667,7.08333333333333,3.05555555555556,68.5,8.55555555555556,39418.2777777778,92.2777777777778,39424.9444444444,98.9444444444444,5.72222222222222,4.72222222222222,25.5555555555556,18.2222222222222,0.944444444444444,47.8888888888889,73.4444444444444,2.77777777777778,2.05555555555556,323.161222222222,0.137145555555556,0.0234958,0.427385,0.0186271166666667,18209.358833,0.858720137886805
29.1578947368421,854.368421052632,533.789473684211,"Calc1","California","Calcareous","coastal","coastal agricultural field","agricultural field","b","low_nut","nutrients",0.39746364,13.7,17.6,5.7,452.5,31,0.2,30.8,9.1,19.5,19.7,8.3,477,97,1,92,266,3,10,263,0.2,0,0,0,0,0,0.2,0.0605263157894737,0,0,0.260526315789474,0.00309052631578947,52.6210526315789,15.6736842105263,19068.9553010526,3.54385964915789,3,3.49473684210526,3.26315789473684,2.57894736842105,5.84210526315789,191.776842105263,158.041578947368,33.7352631578947,3.73076923076923,104.430769230769,33.9307692307692,14.5923076923077,7.80769230769231,143.069230769231,105.446153846154,8024.38461538462,34.9615384615385,NA,0,41.4307692307692,0.876923076923077,2.1,96.6384615384615,0,0.369230769230769,6.97692307692308,3.05263157894737,68.6666666666667,8.26315789473684,39422.6315789474,96.6315789473684,39429.1578947368,103.157894736842,2.89473684210526,1.35263157894737,9.05263157894737,9.31578947368421,0.421052631578947,24.6315789473684,33.6842105263158,2.36842105263158,2.10526315789474,227.336947368421,0.0587442105263158,0.0140815,0.42297,0.0140517210526316,17489.7728154737,0.481140350877193
26.8947368421053,656.947368421053,533.789473684211,"Calc1","California","Calcareous","coastal","coastal agricultural field","agricultural field","b","low_water","water",0.39746364,13.7,17.6,5.7,452.5,31,0.2,30.8,9.1,19.5,19.7,8.3,477,97,1,92,266,3,10,263,0.2,0,0,0,0,0,0.2,0.0605263157894737,0,0,0.260526315789474,0.00309052631578947,52.6210526315789,15.6736842105263,19068.9553010526,3.54385964915789,3,3.49473684210526,3.26315789473684,2.57894736842105,5.84210526315789,191.776842105263,158.041578947368,33.7352631578947,3.73076923076923,104.430769230769,33.9307692307692,14.5923076923077,7.80769230769231,143.069230769231,105.446153846154,8024.38461538462,34.9615384615385,NA,0,41.4307692307692,0.876923076923077,2.1,96.6384615384615,0,0.369230769230769,6.97692307692308,3.05263157894737,68.6666666666667,7.73684210526316,39440.2631578947,114.263157894737,39449.1052631579,123.105263157895,1.94736842105263,1.7,3.15789473684211,2.89473684210526,0.210526315789474,6.68421052631579,9.8421052631579,2.21052631578947,2.05263157894737,174.672263157895,0.00993263157894737,NA,NA,0.00993263157894737,17945.9458131579,0.818137254901961
29.75,865.25,658.9375,"Kny1","California","Kearney","inland","inland agricultural field","agricultural field","b","high_nut","nutrients",0.349829711,17,15.2,4.4,682.5,36.4,2.3,34.1,10,25.6,25.6,8.2,305,60,0,83,163,3,3,155,0.0875,0,0,0,0.1125,0.1125,0.2,0.053125,0.146875,0,0.4,0.00973625,196.01875,35.49375,19341.6840175,3.6374999999375,8,8.6,19.6875,21.9375,41.625,301.124375,299.21,1.914375,0.472727272727273,39.9272727272727,51.7,35.0545454545455,7.21818181818182,172.481818181818,49.8545454545455,419.736363636364,29.2363636363636,NA,0.0181818181818182,3.1,15.0454545454545,13.6454545454545,66.7,0.272727272727273,4.37272727272727,5.78181818181818,3.625,62.5625,10.6875,39413.6875,87.6875,39419.6875,93.6875,6.26666666666667,5.5,42.3125,25.875,4.1875,50.8125,93.125,1.9375,1.9375,468.025692307692,0.0233892307692308,NA,NA,0.0233892307692308,20019.3778884615,0.824756613756614
37.8888888888889,865.555555555556,700.666666666667,"Kny1","California","Kearney","inland","inland agricultural field","agricultural field","b","high_water","water",0.349829711,17,15.2,4.4,682.5,36.4,2.3,34.1,10,25.6,25.6,8.2,305,60,0,83,163,3,3,155,0.0888888888888889,0,0,0,0.1,0.1,0.188888888888889,0.0611111111111111,0.127777777777778,0,0.377777777777778,0.00907555555555556,183.205555555556,33.8333333333333,19562.2166533333,3.57222222216667,8,8.18888888888889,18.2222222222222,20.7222222222222,38.9444444444444,299.940555555556,297.794444444444,2.14611111111111,0.515384615384615,40.7076923076923,49.5769230769231,35.0461538461538,7.24615384615385,139.153846153846,54.5230769230769,439.792307692308,24.9230769230769,NA,0.0153846153846154,3.13076923076923,11.5153846153846,14.8692307692308,69.8307692307692,0.230769230769231,3.58461538461538,5.78461538461538,3.69444444444444,63.1388888888889,9.66666666666667,39412.0555555556,86.0555555555556,39418.1111111111,92.1111111111111,6.58823529411765,4.24705882352941,26.1111111111111,22.5,1.61111111111111,59.9444444444444,86.0555555555556,2.83333333333333,2.11111111111111,283.27675,0.0848011111111111,0.0134663333333333,NA,0.0137698944444444,20795.6323316667,0.65016106442577
